x_H,Cf
-5.0000,0.00247814
-4.9624,0.00247814
-4.9248,0.00247814
-4.8872,0.00247814
-4.8496,0.00247814
-4.8120,0.00247814
-4.7744,0.00247814
-4.7368,0.00247814
-4.6992,0.00247814
-4.6617,0.00247814
-4.6241,0.00247814
-4.5865,0.00247814
-4.5489,0.00247814
-4.5113,0.00247814
-4.4737,0.00247814
-4.4361,0.00247814
-4.3985,0.00247814
-4.3609,0.00247814
-4.3233,0.00247814
-4.2857,0.00247814
-4.2481,0.00247814
-4.2105,0.00247814
-4.1729,0.00247814
-4.1353,0.00247814
-4.0977,0.00247814
-4.0602,0.00247814
-4.0226,0.00247814
-3.9850,0.00247814
-3.9474,0.00247814
-3.9098,0.00247814
-3.8722,0.00247814
-3.8346,0.00247814
-3.7970,0.00247814
-3.7594,0.00247814
-3.7218,0.00247814
-3.6842,0.00247814
-3.6466,0.00247814
-3.6090,0.00247814
-3.5714,0.00247814
-3.5338,0.00247814
-3.4962,0.00247814
-3.4586,0.00247814
-3.4211,0.00247814
-3.3835,0.00247814
-3.3459,0.00247814
-3.3083,0.00247814
-3.2707,0.00247814
-3.2331,0.00247814
-3.1955,0.00247814
-3.1579,0.00247814
-3.1203,0.00247814
-3.0827,0.00247814
-3.0451,0.00247814
-3.0075,0.00247814
-2.9699,0.00247814
-2.9323,0.00247814
-2.8947,0.00247814
-2.8571,0.00247814
-2.8195,0.00247814
-2.7820,0.00247814
-2.7444,0.00247814
-2.7068,0.00247814
-2.6692,0.00247814
-2.6316,0.00247814
-2.5940,0.00247814
-2.5564,0.00247814
-2.5188,0.00247814
-2.4812,0.00249691
-2.4436,0.00253441
-2.4060,0.00257186
-2.3684,0.00260923
-2.3308,0.00264648
-2.2932,0.00268357
-2.2556,0.00272047
-2.2180,0.00275716
-2.1805,0.00279358
-2.1429,0.00282972
-2.1053,0.00286553
-2.0677,0.00290099
-2.0301,0.00293606
-1.9925,0.00297071
-1.9549,0.00300491
-1.9173,0.00303863
-1.8797,0.00307183
-1.8421,0.00310449
-1.8045,0.00313658
-1.7669,0.00316806
-1.7293,0.00319890
-1.6917,0.00322909
-1.6541,0.00325859
-1.6165,0.00328737
-1.5789,0.00331541
-1.5414,0.00334268
-1.5038,0.00336916
-1.4662,0.00339483
-1.4286,0.00341965
-1.3910,0.00344361
-1.3534,0.00346668
-1.3158,0.00348885
-1.2782,0.00351009
-1.2406,0.00353038
-1.2030,0.00354971
-1.1654,0.00356805
-1.1278,0.00358540
-1.0902,0.00360173
-1.0526,0.00361703
-1.0150,0.00363129
-0.9774,0.00364449
-0.9398,0.00365662
-0.9023,0.00366767
-0.8647,0.00367763
-0.8271,0.00368648
-0.7895,0.00369423
-0.7519,0.00370087
-0.7143,0.00370638
-0.6767,0.00371077
-0.6391,0.00371403
-0.6015,0.00371615
-0.5639,0.00371714
-0.5263,0.00371699
-0.4887,0.00371571
-0.4511,0.00371329
-0.4135,0.00370974
-0.3759,0.00370506
-0.3383,0.00369925
-0.3008,0.00369233
-0.2632,0.00368429
-0.2256,0.00367514
-0.1880,0.00366490
-0.1504,0.00365357
-0.1128,0.00364116
-0.0752,0.00362768
-0.0376,0.00361315
0.0000,0.00359758
0.0376,0.00358099
0.0752,0.00356338
0.1128,0.00354478
0.1504,0.00352520
0.1880,0.00350465
0.2256,0.00348317
0.2632,0.00346077
0.3008,0.00343746
0.3383,0.00341328
0.3759,0.00338823
0.4135,0.00336236
0.4511,0.00333567
0.4887,0.00330819
0.5263,0.00327996
0.5639,0.00325099
0.6015,0.00322131
0.6391,0.00319095
0.6767,0.00315993
0.7143,0.00312829
0.7519,0.00309605
0.7895,0.00306325
0.8271,0.00302991
0.8647,0.00299607
0.9023,0.00296175
0.9398,0.00292698
0.9774,0.00289181
1.0150,0.00285625
1.0526,0.00282035
1.0902,0.00278414
1.1278,0.00274764
1.1654,0.00271090
1.2030,0.00267394
1.2406,0.00263681
1.2782,0.00259952
